"cardId","variantIds","canonicalIds","language","setId","setCode","collectorNumber","distinctions","reason"
"10f359e1-cbe1-416e-8fea-1ca65a88dd16","2fe9665c-6e89-4f66-8370-50eb3dcbcf1f|e43f65fc-b196-4709-8bb8-3a01491103d4","pokemon:zh-tw:3c0c1ae1-7d62-4384-97f1-734ff9460162:025:normal|pokemon:zh-tw:3c0c1ae1-7d62-4384-97f1-734ff9460162:025:reverse_holo","zh-tw","3c0c1ae1-7d62-4384-97f1-734ff9460162","SV2a","025","normal|reverse_holo","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
"15cca7ce-3856-4cd6-8a84-edb006e64a6f","4d46c1ed-5a2a-4b44-b1e1-600d92153964","pokemon:zh-tw:496f02eb-5cda-4b1b-a5cf-e46816c6f834:021:normal","zh-tw","496f02eb-5cda-4b1b-a5cf-e46816c6f834","SV1V","021","normal","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
"c36b953f-1440-449c-b0bd-cf8e10f27ca7","27138a3c-9d0a-4a07-b999-bdea1d6bc02e","pokemon:zh-tw:496f02eb-5cda-4b1b-a5cf-e46816c6f834:022:normal","zh-tw","496f02eb-5cda-4b1b-a5cf-e46816c6f834","SV1V","022","normal","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
"91223105-9cab-473a-8a63-44915ba588b9","3616fd61-4da4-45d0-a2ae-4225669128dd","pokemon:zh-tw:496f02eb-5cda-4b1b-a5cf-e46816c6f834:023:normal","zh-tw","496f02eb-5cda-4b1b-a5cf-e46816c6f834","SV1V","023","normal","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
"c530ea2f-7657-4639-ab58-a7396d57f87b","5aa3621d-f3d4-4ec4-ab7b-8325ad0f85e5","pokemon:zh-tw:496f02eb-5cda-4b1b-a5cf-e46816c6f834:024:normal","zh-tw","496f02eb-5cda-4b1b-a5cf-e46816c6f834","SV1V","024","normal","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
"c82148c6-6060-4213-966e-8d2d976de250","7fab2579-60e2-46a0-95ef-d227cd1b5306","pokemon:zh-tw:496f02eb-5cda-4b1b-a5cf-e46816c6f834:025:normal","zh-tw","496f02eb-5cda-4b1b-a5cf-e46816c6f834","SV1V","025","normal","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
"b3aab0c3-281a-4ac5-ac96-f27a89951821","3687d028-4153-4c65-9110-ff042b4310b4","pokemon:zh-tw:496f02eb-5cda-4b1b-a5cf-e46816c6f834:026:normal","zh-tw","496f02eb-5cda-4b1b-a5cf-e46816c6f834","SV1V","026","normal","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
"49791005-27d0-457d-bc0f-09bd58e87011","9ec06457-710f-4350-ad23-e05d829f3d3f","pokemon:zh-tw:496f02eb-5cda-4b1b-a5cf-e46816c6f834:027:normal","zh-tw","496f02eb-5cda-4b1b-a5cf-e46816c6f834","SV1V","027","normal","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
"8cfe2a14-a365-46f4-9e0d-fdbaf5310f4b","87f60ed7-1a66-473a-b216-1f62c033dfa7","pokemon:zh-tw:496f02eb-5cda-4b1b-a5cf-e46816c6f834:028:holo","zh-tw","496f02eb-5cda-4b1b-a5cf-e46816c6f834","SV1V","028","holo","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
"6353c017-e9ae-4cc2-9dcb-058ea2b92537","5e427818-2bc1-4c3c-b17a-c7dea8b1d2e8","pokemon:zh-tw:496f02eb-5cda-4b1b-a5cf-e46816c6f834:029:normal","zh-tw","496f02eb-5cda-4b1b-a5cf-e46816c6f834","SV1V","029","normal","No approved face in complete public card response or exact-printing manifest; one native-language face needed for ordinary finishes."
